date,dataset_name,seed,K,model,attack_model,budget,misclassification_rate,homophily
2025-08-21 15:59:34.129600,Cora,56,1900,h2gcn,metattack,618,0.22384305835010065,0.31819939670508157
2025-08-21 16:03:45.406356,Cora,56,3000,h2gcn,metattack,768,0.16800804828973848,0.27000063143272085
2025-08-21 16:09:19.600450,Cora,56,5000,h2gcn,metattack,1018,0.13028169014084512,0.1957594847444878
2025-08-21 16:10:45.002835,Cora,77,0,h2gcn,metattack,253,0.1695171026156942,0.7765877489665539
2025-08-21 16:12:13.846416,Cora,77,400,h2gcn,metattack,273,0.21981891348088534,0.7196098920236851
2025-08-21 16:13:50.567147,Cora,77,500,h2gcn,metattack,298,0.204225352112676,0.6611847357496408
2025-08-21 16:15:37.154051,Cora,77,600,h2gcn,metattack,328,0.21730382293762573,0.6043812563470187
2025-08-21 16:17:35.350873,Cora,77,700,h2gcn,metattack,363,0.21780684104627768,0.5529844859321589
2025-08-21 16:19:46.529459,Cora,77,800,h2gcn,metattack,403,0.2208249496981891,0.5042735042735043
2025-08-21 16:22:14.327829,Cora,77,1000,h2gcn,metattack,453,0.2117706237424547,0.450856055802156
2025-08-21 16:25:04.624800,Cora,77,1400,h2gcn,metattack,523,0.19818913480885314,0.39494949494949494
2025-08-21 16:28:26.407494,Cora,77,1900,h2gcn,metattack,618,0.20120724346076457,0.3252552014338035
2025-08-21 16:32:37.642773,Cora,77,3000,h2gcn,metattack,768,0.1695171026156942,0.26337344842795035
2025-08-21 16:38:11.158551,Cora,77,5000,h2gcn,metattack,1018,0.18712273641851107,0.1969604291158895
2025-08-21 16:39:36.561188,Cora,101,0,h2gcn,metattack,253,0.1976861167002012,0.7715144682450207
2025-08-21 16:41:05.058345,Cora,101,400,h2gcn,metattack,273,0.204225352112676,0.722048066875653
2025-08-21 16:42:41.725513,Cora,101,500,h2gcn,metattack,298,0.2474849094567404,0.6553374820488271
2025-08-21 16:44:28.450523,Cora,101,600,h2gcn,metattack,328,0.24446680080482897,0.5960562563433377
2025-08-21 16:46:26.635562,Cora,101,700,h2gcn,metattack,363,0.238430583501006,0.5402781422198898
2025-08-21 16:48:37.528754,Cora,101,800,h2gcn,metattack,403,0.23742454728370221,0.49444575750413616
2025-08-21 16:51:05.243290,Cora,101,1000,h2gcn,metattack,453,0.24798792756539234,0.4311723847611029
2025-08-21 16:53:55.817164,Cora,101,1400,h2gcn,metattack,523,0.22434607645875249,0.37568706485892267
2025-08-21 16:57:17.782775,Cora,101,1900,h2gcn,metattack,618,0.204225352112676,0.3188372272341738
2025-08-21 17:01:29.246933,Cora,101,3000,h2gcn,metattack,768,0.18008048289738432,0.2558269625209771
2025-08-21 17:07:02.500361,Cora,101,5000,h2gcn,metattack,1018,0.1378269617706237,0.19630864603390785
