date,dataset_name,seed,K,model,attack_model,budget,misclassification_rate,homophily
2025-08-27 11:44:46.585565,Cora,33,0,h2gcn,metattack,0.1,0.22786720321931586,0.7492354740061162
2025-08-27 11:53:59.082377,Cora,33,0,h2gcn,metattack,0.15,0.2334004024144869,0.7189812424711753
2025-08-27 12:06:18.470347,Cora,33,0,h2gcn,metattack,0.2,0.278169014084507,0.690846001321877
2025-08-27 12:21:44.171214,Cora,33,0,h2gcn,metattack,0.25,0.33350100603621735,0.661116397082144
2025-08-27 12:28:25.794762,Cora,33,400,h2gcn,metattack,0.1,0.2605633802816901,0.6935510748208632
2025-08-27 12:38:25.717385,Cora,33,400,h2gcn,metattack,0.15,0.278169014084507,0.6660814046288906
2025-08-27 12:51:44.430343,Cora,33,400,h2gcn,metattack,0.2,0.29275653923541245,0.6416513198281154
2025-08-27 13:08:24.184391,Cora,33,400,h2gcn,metattack,0.25,0.3415492957746479,0.6154299175500589
2025-08-27 13:15:39.482100,Cora,33,500,h2gcn,metattack,0.1,0.2681086519114688,0.6413824743844625
2025-08-27 13:26:35.179968,Cora,33,500,h2gcn,metattack,0.15,0.295774647887324,0.6163679106670584
2025-08-27 13:41:08.636460,Cora,33,500,h2gcn,metattack,0.2,0.3148893360160966,0.5979308390022676
2025-08-27 13:59:20.573787,Cora,33,500,h2gcn,metattack,0.25,0.3088531187122736,0.5727904126378864
2025-08-27 14:07:24.646686,Cora,33,600,h2gcn,metattack,0.1,0.2741448692152918,0.5944281114377712
2025-08-27 14:19:26.577105,Cora,33,600,h2gcn,metattack,0.15,0.29124748490945673,0.5819361817198486
2025-08-27 14:35:29.341429,Cora,33,600,h2gcn,metattack,0.2,0.29527162977867205,0.5673879040667362
2025-08-27 14:55:29.084354,Cora,33,600,h2gcn,metattack,0.25,0.3561368209255533,0.5108976727004063
2025-08-27 15:04:23.461831,Cora,33,700,h2gcn,metattack,0.1,0.2535211267605634,0.5395354740449295
2025-08-27 15:17:42.143348,Cora,33,700,h2gcn,metattack,0.15,0.2806841046277666,0.5297655578740641
2025-08-27 15:35:25.981980,Cora,33,700,h2gcn,metattack,0.2,0.3415492957746479,0.50187617260788
2025-08-27 15:57:39.324816,Cora,33,700,h2gcn,metattack,0.25,0.3737424547283702,0.4799910071942446
2025-08-27 16:07:33.188245,Cora,33,800,h2gcn,metattack,0.1,0.27716297786720323,0.494283404550179
2025-08-27 16:22:18.473288,Cora,33,800,h2gcn,metattack,0.15,0.317907444668008,0.48519718467210365
2025-08-27 16:42:00.585569,Cora,33,800,h2gcn,metattack,0.2,0.3304828973843058,0.47126436781609193
2025-08-27 17:06:33.043733,Cora,33,800,h2gcn,metattack,0.25,0.3546277665995976,0.46638743455497383
2025-08-27 17:17:40.940452,Cora,33,1000,h2gcn,metattack,0.1,0.28018108651911466,0.4455455765458862
2025-08-27 17:34:19.004393,Cora,33,1000,h2gcn,metattack,0.15,0.2972837022132797,0.4379701133286531
2025-08-27 17:56:29.448965,Cora,33,1000,h2gcn,metattack,0.2,0.3279678068410463,0.4310445438630617
2025-08-27 18:24:13.526501,Cora,33,1000,h2gcn,metattack,0.25,0.36770623742454733,0.42251131221719457
2025-08-27 18:37:04.739454,Cora,33,1400,h2gcn,metattack,0.1,0.26861167002012076,0.36751609205537433
2025-08-27 18:56:17.383707,Cora,33,1400,h2gcn,metattack,0.15,0.36016096579476864,0.3552259281488468
