date,dataset_name,seed,K,model,attack_model,budget,misclassification_rate,homophily
2025-08-27 16:17:24.616917,Chameleon,77,3000,h2gcn,metattack,0.2,0.5515916575192097,0.1776953254242095
2025-08-27 17:03:27.492986,Chameleon,77,3000,h2gcn,metattack,0.25,0.5477497255762898,0.1780960921276194
2025-08-27 17:28:17.142205,Chameleon,77,5000,h2gcn,metattack,0.1,0.44237102085620195,0.15972177635098983
2025-08-27 18:05:29.315275,Chameleon,77,5000,h2gcn,metattack,0.15,0.5296377607025247,0.16097269879158585
2025-08-27 18:55:03.784392,Chameleon,77,5000,h2gcn,metattack,0.2,0.5872667398463227,0.16167397132036934
2025-08-27 19:57:00.646909,Chameleon,77,5000,h2gcn,metattack,0.25,0.5504939626783754,0.16186375650098048
2025-08-27 20:29:33.682620,Chameleon,77,6000,h2gcn,metattack,0.1,0.4055982436882547,0.14254088818488903
2025-08-27 21:18:12.756600,Chameleon,77,6000,h2gcn,metattack,0.15,0.4818880351262349,0.14469802234615603
2025-08-27 22:23:05.961125,Chameleon,77,6000,h2gcn,metattack,0.2,0.5246981339187706,0.14533589251439538
2025-08-27 23:44:19.535596,Chameleon,77,6000,h2gcn,metattack,0.25,0.5878155872667399,0.1463016330451489
2025-08-28 00:25:45.680888,Chameleon,77,7000,h2gcn,metattack,0.1,0.37980241492864986,0.12767139897943716
2025-08-28 01:27:54.708938,Chameleon,77,7000,h2gcn,metattack,0.15,0.39791437980241495,0.12881085936043654
2025-08-28 02:48:41.091372,Chameleon,77,7000,h2gcn,metattack,0.2,0.41712403951701427,0.12895873728611762
2025-08-28 03:42:50.784658,Chameleon,77,7000,h2gcn,metattack,0.25,0.43249176728869376,0.12870927578335753
