date,dataset_name,seed,K,model,attack_model,budget,misclassification_rate,homophily
2025-08-20 15:57:34.757946,Cora,33,0,gat,metattack,253,0.19718309859154926,0.7763157894736842
2025-08-20 15:59:03.615394,Cora,33,400,gat,metattack,273,0.21780684104627768,0.7238675958188153
2025-08-20 16:00:40.802120,Cora,33,500,gat,metattack,298,0.2640845070422535,0.6618750998243093
2025-08-20 16:02:27.584174,Cora,33,600,gat,metattack,328,0.2605633802816901,0.6071480459102135
2025-08-20 16:04:25.819469,Cora,33,700,gat,metattack,363,0.3103621730382293,0.5520778537611783
2025-08-20 16:06:37.194717,Cora,33,800,gat,metattack,403,0.3224346076458753,0.5023730422401519
2025-08-20 16:09:05.236090,Cora,33,1000,gat,metattack,453,0.3853118712273642,0.4392533220839485
2025-08-20 16:11:56.297570,Cora,33,1400,gat,metattack,523,0.3797786720321932,0.3739051094890511
2025-08-20 16:15:18.442503,Cora,33,1900,gat,metattack,618,0.29124748490945673,0.33291935108282233
2025-08-20 16:19:30.580431,Cora,33,3000,gat,metattack,768,0.4170020120724346,0.256922004688589
2025-08-20 16:25:05.051893,Cora,33,5000,gat,metattack,1018,0.14336016096579474,0.1963204580654245
2025-08-20 16:26:30.532611,Cora,42,0,gat,metattack,253,0.21026156941649898,0.7752724539646749
2025-08-20 16:27:59.357069,Cora,42,400,gat,metattack,273,0.22484909456740443,0.718216649251132
2025-08-20 16:29:36.548046,Cora,42,500,gat,metattack,298,0.26710261569416494,0.6596457635232168
2025-08-20 16:31:23.309069,Cora,42,600,gat,metattack,328,0.27867203219315895,0.6083733100741386
2025-08-20 16:33:21.403387,Cora,42,700,gat,metattack,363,0.2882293762575453,0.5551606108478147
2025-08-20 16:35:32.758741,Cora,42,800,gat,metattack,403,0.27515090543259557,0.5031982942430704
2025-08-20 16:38:00.434423,Cora,42,1000,gat,metattack,453,0.31187122736418516,0.445994504333122
2025-08-20 16:40:51.255539,Cora,42,1400,gat,metattack,523,0.295774647887324,0.3923133370023849
2025-08-20 16:44:13.266563,Cora,42,1900,gat,metattack,618,0.2756539235412475,0.3350768990553517
2025-08-20 16:48:24.794164,Cora,42,3000,gat,metattack,768,0.32947686116700203,0.2749481881554983
2025-08-20 16:53:59.295455,Cora,42,5000,gat,metattack,1018,0.11519114688128773,0.19620164126611958
2025-08-20 16:55:24.649815,Cora,56,0,gat,metattack,253,0.19164989939637822,0.7754603532506577
2025-08-20 16:56:53.218220,Cora,56,400,gat,metattack,273,0.22736418511066403,0.7147335423197492
2025-08-20 16:58:29.948831,Cora,56,500,gat,metattack,298,0.27112676056338025,0.6586300494970462
2025-08-20 17:00:16.526216,Cora,56,600,gat,metattack,328,0.30181086519114686,0.6032206586391992
2025-08-20 17:02:14.733419,Cora,56,700,gat,metattack,363,0.2962776659959758,0.5532614413466597
2025-08-20 17:04:25.821020,Cora,56,800,gat,metattack,403,0.3113682092555332,0.5045109211775879
2025-08-20 17:06:53.663690,Cora,56,1000,gat,metattack,453,0.3314889336016097,0.452049007182087
2025-08-20 17:09:44.510604,Cora,56,1400,gat,metattack,523,0.312374245472837,0.393374931180033
2025-08-20 17:13:06.348276,Cora,56,1900,gat,metattack,618,0.35110663983903423,0.322400558269365
2025-08-20 17:17:18.096874,Cora,56,3000,gat,metattack,768,0.2283702213279678,0.26933971171397997
2025-08-20 17:22:52.084575,Cora,56,5000,gat,metattack,1018,0.15342052313883303,0.20536098236896172
2025-08-20 17:24:17.490369,Cora,77,0,gat,metattack,253,0.18209255533199198,0.7756482525366404
2025-08-20 17:25:46.141335,Cora,77,400,gat,metattack,273,0.20372233400402417,0.7196098920236851
2025-08-20 17:27:22.958866,Cora,77,500,gat,metattack,298,0.24547283702213285,0.6603351955307263
2025-08-20 17:29:09.817818,Cora,77,600,gat,metattack,328,0.25804828973843064,0.6119120431047037
2025-08-20 17:31:07.913235,Cora,77,700,gat,metattack,363,0.25955734406438635,0.55034174553102
2025-08-20 17:33:19.132426,Cora,77,800,gat,metattack,403,0.2962776659959758,0.5027289985761747
2025-08-20 17:35:47.038810,Cora,77,1000,gat,metattack,453,0.35513078470824955,0.43599746942218476
2025-08-20 17:38:37.937062,Cora,77,1400,gat,metattack,523,0.3345070422535211,0.3814828341855369
2025-08-20 17:41:59.835670,Cora,77,1900,gat,metattack,618,0.29527162977867205,0.3382249629224885
2025-08-20 17:46:11.559823,Cora,77,3000,gat,metattack,768,0.31841046277665996,0.2575464033497906
2025-08-20 17:51:45.563622,Cora,77,5000,gat,metattack,1018,0.13329979879275655,0.19830866807610995
2025-08-20 17:53:11.169019,Cora,101,0,gat,metattack,253,0.21629778672032196,0.7692596768132282
2025-08-20 17:54:39.998304,Cora,101,400,gat,metattack,273,0.2535211267605634,0.7129919888540578
2025-08-20 17:56:16.809375,Cora,101,500,gat,metattack,298,0.28269617706237427,0.6577309717568215
2025-08-20 17:58:03.696753,Cora,101,600,gat,metattack,328,0.278169014084507,0.6033057851239669
2025-08-20 18:00:02.220699,Cora,101,700,gat,metattack,363,0.3204225352112676,0.5401258851298191
2025-08-20 18:02:13.738416,Cora,101,800,gat,metattack,403,0.33350100603621735,0.48725212464589235
2025-08-20 18:04:41.648741,Cora,101,1000,gat,metattack,453,0.3430583501006036,0.4354228018510728
2025-08-20 18:07:32.668049,Cora,101,1400,gat,metattack,523,0.3762575452716298,0.37643835616438354
2025-08-20 18:10:55.002406,Cora,101,1900,gat,metattack,618,0.35663983903420526,0.3172520262446932
2025-08-20 18:15:07.127009,Cora,101,3000,gat,metattack,768,0.295774647887324,0.25716963448922214
2025-08-20 18:20:42.002780,Cora,101,5000,gat,metattack,1018,0.18008048289738432,0.19673285452753134
