date,dataset_name,seed,K,model,attack_model,budget,misclassification_rate,homophily
2025-08-16 21:47:23.293035,Cora,33,0,gcn,clean,0,0.17555331991951706,0.8041033734464391
2025-08-16 21:48:43.546840,Cora,33,0,gcn,Metattack,253,0.24094567404426548,0.7760240511086058
2025-08-16 21:48:43.770593,Cora,33,400,gcn,clean,0,0.192655935613682,0.7452916438105687
2025-08-16 21:50:11.829917,Cora,33,400,gcn,Metattack,273,0.2655935613682092,0.7247386759581882
2025-08-16 21:50:12.060786,Cora,33,500,gcn,clean,0,0.22635814889336014,0.6828614508292846
2025-08-16 21:51:49.078901,Cora,33,500,gcn,Metattack,298,0.2766599597585513,0.6664537761456171
2025-08-16 21:51:49.313208,Cora,33,600,gcn,clean,0,0.2540241448692152,0.6204901811539048
2025-08-16 21:53:35.859439,Cora,33,600,gcn,Metattack,328,0.28873239436619713,0.6089231216392966
2025-08-16 21:53:36.109915,Cora,33,700,gcn,clean,0,0.278169014084507,0.560737377906177
2025-08-16 21:55:33.969243,Cora,33,700,gcn,Metattack,363,0.3687122736418511,0.5410222804718218
2025-08-16 21:55:34.226286,Cora,33,800,gcn,clean,0,0.29426559356136817,0.5051431404139298
2025-08-16 21:57:45.145826,Cora,33,800,gcn,Metattack,403,0.3289738430583501,0.4978678038379531
2025-08-16 21:57:45.434418,Cora,33,1000,gcn,clean,0,0.29929577464788726,0.44944315801080603
2025-08-16 22:00:13.085483,Cora,33,1000,gcn,Metattack,453,0.3536217303822937,0.4415365132967497
2025-08-16 22:00:13.426339,Cora,33,1400,gcn,clean,0,0.2706237424547283,0.3893399560607508
2025-08-16 22:03:04.220773,Cora,33,1400,gcn,Metattack,523,0.31086519114688127,0.39364437913299044
2025-08-16 22:03:04.626592,Cora,33,1900,gcn,clean,0,0.22032193158953717,0.3295335111973482
2025-08-16 22:06:26.235153,Cora,33,1900,gcn,Metattack,618,0.4129778672032193,0.31697293944328137
2025-08-16 22:06:26.794892,Cora,33,3000,gcn,clean,0,0.10764587525150893,0.265209187325135
2025-08-16 22:10:38.201291,Cora,33,3000,gcn,Metattack,768,0.2308853118712273,0.2542499532972165
2025-08-16 22:10:38.765814,Cora,33,5000,gcn,clean,0,0.02464788732394363,0.20010800726594336
2025-08-16 22:16:12.012136,Cora,33,5000,gcn,Metattack,1018,0.1901408450704225,0.19541038997606644
2025-08-16 22:16:15.603316,Cora,42,0,gcn,clean,0,0.15995975855130773,0.8041033734464391
2025-08-16 22:17:37.541718,Cora,42,0,gcn,Metattack,253,0.23038229376257535,0.7744360902255639
2025-08-16 22:17:37.798821,Cora,42,400,gcn,clean,0,0.1951710261569416,0.7452916438105687
2025-08-16 22:19:06.384084,Cora,42,400,gcn,Metattack,273,0.2550301810865191,0.7174216027874565
2025-08-16 22:19:06.611243,Cora,42,500,gcn,clean,0,0.20472837022132795,0.6828614508292846
2025-08-16 22:20:43.188776,Cora,42,500,gcn,Metattack,298,0.24547283702213274,0.6670394631730309
2025-08-16 22:20:43.441374,Cora,42,600,gcn,clean,0,0.25603621730382287,0.6204901811539048
2025-08-16 22:22:29.965336,Cora,42,600,gcn,Metattack,328,0.2882293762575452,0.6024691358024692
2025-08-16 22:22:30.233296,Cora,42,700,gcn,clean,0,0.25301810865191143,0.560737377906177
2025-08-16 22:24:28.067558,Cora,42,700,gcn,Metattack,363,0.2897384305835009,0.5532334384858044
2025-08-16 22:24:28.321711,Cora,42,800,gcn,clean,0,0.2857142857142857,0.5051431404139298
2025-08-16 22:26:39.220508,Cora,42,800,gcn,Metattack,403,0.29426559356136817,0.5034425451092118
2025-08-16 22:26:39.502503,Cora,42,1000,gcn,clean,0,0.306338028169014,0.44944315801080603
2025-08-16 22:29:06.619611,Cora,42,1000,gcn,Metattack,453,0.30583501006036207,0.44904862579281185
2025-08-16 22:29:06.997949,Cora,42,1400,gcn,clean,0,0.300804828973843,0.3893399560607508
2025-08-16 22:31:57.876281,Cora,42,1400,gcn,Metattack,523,0.4295774647887324,0.3746812386156648
2025-08-16 22:31:58.296624,Cora,42,1900,gcn,clean,0,0.238430583501006,0.3295335111973482
2025-08-16 22:35:19.805875,Cora,42,1900,gcn,Metattack,618,0.37173038229376254,0.32118096128378903
2025-08-16 22:35:20.373870,Cora,42,3000,gcn,clean,0,0.11016096579476853,0.265209187325135
2025-08-16 22:39:31.700361,Cora,42,3000,gcn,Metattack,768,0.3033199195171026,0.25833698304448477
2025-08-16 22:39:32.276125,Cora,42,5000,gcn,clean,0,0.024144869215291687,0.20010800726594336
2025-08-16 22:45:05.741977,Cora,42,5000,gcn,Metattack,1018,0.16297786720321927,0.19940881152348333
2025-08-16 22:45:09.410105,Cora,56,0,gcn,clean,0,0.17152917505030174,0.8041033734464391
2025-08-16 22:46:31.322776,Cora,56,0,gcn,Metattack,253,0.24798792756539234,0.7711386696730552
2025-08-16 22:46:31.540678,Cora,56,400,gcn,clean,0,0.2002012072434607,0.7452916438105687
2025-08-16 22:48:00.180461,Cora,56,400,gcn,Metattack,273,0.2791750503018108,0.7159526297457331
2025-08-16 22:48:00.576043,Cora,56,500,gcn,clean,0,0.22032193158953717,0.6828614508292846
2025-08-16 22:49:37.320319,Cora,56,500,gcn,Metattack,298,0.3098591549295774,0.6576720421523232
2025-08-16 22:49:37.547849,Cora,56,600,gcn,clean,0,0.24396378269617702,0.6204901811539048
2025-08-16 22:51:24.181872,Cora,56,600,gcn,Metattack,328,0.3304828973843058,0.6003191643696504
2025-08-16 22:51:24.516994,Cora,56,700,gcn,clean,0,0.2831991951710261,0.560737377906177
2025-08-16 22:53:22.743908,Cora,56,700,gcn,Metattack,363,0.3229376257545271,0.5504997369805366
2025-08-16 22:53:23.007478,Cora,56,800,gcn,clean,0,0.30030181086519114,0.5051431404139298
2025-08-16 22:55:34.158617,Cora,56,800,gcn,Metattack,403,0.34406438631790737,0.5028503562945368
2025-08-16 22:55:34.465647,Cora,56,1000,gcn,clean,0,0.28621730382293753,0.44944315801080603
2025-08-16 22:58:01.747618,Cora,56,1000,gcn,Metattack,453,0.3687122736418511,0.44978902953586497
2025-08-16 22:58:02.036227,Cora,56,1400,gcn,clean,0,0.278169014084507,0.3893399560607508
2025-08-16 23:00:52.787675,Cora,56,1400,gcn,Metattack,523,0.34758551307847074,0.3952975753122704
2025-08-16 23:00:53.256534,Cora,56,1900,gcn,clean,0,0.23440643863179067,0.3295335111973482
2025-08-16 23:04:15.427118,Cora,56,1900,gcn,Metattack,618,0.4225352112676056,0.3163667258824438
2025-08-16 23:04:15.996286,Cora,56,3000,gcn,clean,0,0.11167002012072424,0.265209187325135
2025-08-16 23:08:27.517700,Cora,56,3000,gcn,Metattack,768,0.2600603621730382,0.2688030160226202
2025-08-16 23:08:28.094496,Cora,56,5000,gcn,clean,0,0.0231388329979878,0.20010800726594336
2025-08-16 23:14:01.816199,Cora,56,5000,gcn,Metattack,1018,0.15794768611670018,0.19853596734080992
2025-08-16 23:14:05.333542,Cora,77,0,gcn,clean,0,0.16951710261569408,0.8041033734464391
2025-08-16 23:15:27.064907,Cora,77,0,gcn,Metattack,253,0.2142857142857142,0.7792183389703119
2025-08-16 23:15:27.271726,Cora,77,400,gcn,clean,0,0.1825955734406438,0.7452916438105687
2025-08-16 23:16:55.616872,Cora,77,400,gcn,Metattack,273,0.23641851106639833,0.7224738675958188
2025-08-16 23:16:55.829851,Cora,77,500,gcn,clean,0,0.20472837022132795,0.6828614508292846
2025-08-16 23:18:32.673749,Cora,77,500,gcn,Metattack,298,0.26458752515090533,0.6611847357496408
2025-08-16 23:18:32.883371,Cora,77,600,gcn,clean,0,0.24798792756539234,0.6204901811539048
2025-08-16 23:20:19.216657,Cora,77,600,gcn,Metattack,328,0.26358148893360156,0.6069406127486568
2025-08-16 23:20:19.501429,Cora,77,700,gcn,clean,0,0.2716297786720321,0.560737377906177
2025-08-16 23:22:17.116315,Cora,77,700,gcn,Metattack,363,0.28772635814889325,0.5526523109243697
2025-08-16 23:22:17.354871,Cora,77,800,gcn,clean,0,0.272132796780684,0.5051431404139298
2025-08-16 23:24:28.662972,Cora,77,800,gcn,Metattack,403,0.3435613682092554,0.4951341087111322
2025-08-16 23:24:28.958400,Cora,77,1000,gcn,clean,0,0.27263581488933597,0.44944315801080603
2025-08-16 23:26:56.450936,Cora,77,1000,gcn,Metattack,453,0.3365191146881287,0.4523809523809524
2025-08-16 23:26:56.790112,Cora,77,1400,gcn,clean,0,0.2605633802816901,0.3893399560607508
2025-08-16 23:29:47.232784,Cora,77,1400,gcn,Metattack,523,0.3254527162977867,0.39553472987872107
2025-08-16 23:29:47.730626,Cora,77,1900,gcn,clean,0,0.21277665995975847,0.3295335111973482
2025-08-16 23:33:09.306035,Cora,77,1900,gcn,Metattack,618,0.4134808853118712,0.3149594124468496
2025-08-16 23:33:09.863550,Cora,77,3000,gcn,clean,0,0.09557344064386308,0.265209187325135
2025-08-16 23:37:21.115020,Cora,77,3000,gcn,Metattack,768,0.3148893360160965,0.26051320849883364
2025-08-16 23:37:21.679061,Cora,77,5000,gcn,clean,0,0.021629778672032085,0.20010800726594336
2025-08-16 23:42:54.720241,Cora,77,5000,gcn,Metattack,1018,0.2857142857142857,0.19594433019273996
2025-08-16 23:42:58.359711,Cora,101,0,gcn,clean,0,0.15342052313883292,0.8041033734464391
2025-08-16 23:44:20.063413,Cora,101,0,gcn,Metattack,253,0.23289738430583495,0.7677564825253664
2025-08-16 23:44:20.267774,Cora,101,400,gcn,clean,0,0.1810865191146881,0.7452916438105687
2025-08-16 23:45:48.839551,Cora,101,400,gcn,Metattack,273,0.24446680080482897,0.7214285714285714
2025-08-16 23:45:49.053004,Cora,101,500,gcn,clean,0,0.22635814889336014,0.6828614508292846
2025-08-16 23:47:25.667768,Cora,101,500,gcn,Metattack,298,0.29527162977867194,0.657781324820431
2025-08-16 23:47:25.895663,Cora,101,600,gcn,clean,0,0.2525150905432595,0.6204901811539048
2025-08-16 23:49:12.442694,Cora,101,600,gcn,Metattack,328,0.31841046277665985,0.5986947063089195
2025-08-16 23:49:12.687130,Cora,101,700,gcn,clean,0,0.2580482897384305,0.560737377906177
2025-08-16 23:51:10.517299,Cora,101,700,gcn,Metattack,363,0.34104627766599593,0.538280020975354
2025-08-16 23:51:10.758534,Cora,101,800,gcn,clean,0,0.2997987927565392,0.5051431404139298
2025-08-16 23:53:22.104767,Cora,101,800,gcn,Metattack,403,0.36167002012072424,0.4879518072289157
2025-08-16 23:53:22.403862,Cora,101,1000,gcn,clean,0,0.30432595573440635,0.44944315801080603
2025-08-16 23:55:49.848699,Cora,101,1000,gcn,Metattack,453,0.37826961770623735,0.43499789296249475
2025-08-16 23:55:50.287790,Cora,101,1400,gcn,clean,0,0.2676056338028169,0.3893399560607508
2025-08-16 23:58:40.844986,Cora,101,1400,gcn,Metattack,523,0.4210261569416498,0.37395187750637987
2025-08-16 23:58:41.280243,Cora,101,1900,gcn,clean,0,0.21327967806841042,0.3295335111973482
2025-08-17 00:02:03.105525,Cora,101,1900,gcn,Metattack,618,0.33752515090543256,0.3179751906926574
2025-08-17 00:02:03.663695,Cora,101,3000,gcn,clean,0,0.11167002012072424,0.265209187325135
2025-08-17 00:06:15.204309,Cora,101,3000,gcn,Metattack,768,0.31086519114688127,0.2554785540363364
2025-08-17 00:06:15.786777,Cora,101,5000,gcn,clean,0,0.02062374245472831,0.20010800726594336
2025-08-17 00:11:49.503830,Cora,101,5000,gcn,Metattack,1018,0.22786720321931586,0.19665056058544825
